#Gene_Symbol	BioCycPath_ID	Metabolism_ID
AICDA	PWY0-1298	pyrimidine deoxyribonucleosides degradation
APOBEC1	PWY0-1298	pyrimidine deoxyribonucleosides degradation
TYMP	PWY0-1298	pyrimidine deoxyribonucleosides degradation
DERA	PWY0-1298	pyrimidine deoxyribonucleosides degradation
CDA	PWY-6556	pyrimidine ribonucleosides degradation II
AICDA	PWY-6556	pyrimidine ribonucleosides degradation II
APOBEC1	PWY-6556	pyrimidine ribonucleosides degradation II
UNG	PWY-6556	pyrimidine ribonucleosides degradation II
DPYD	PWY-3982	uracil degradation II (reductive)
DPYS	PWY-3982	uracil degradation II (reductive)
UPB1	PWY-3982	uracil degradation II (reductive)
ADA	PWY0-1296	purine ribonucleosides degradation to ribose-1-phosphate
ADAD1	PWY0-1296	purine ribonucleosides degradation to ribose-1-phosphate
ADARB1	PWY0-1296	purine ribonucleosides degradation to ribose-1-phosphate
ADAD2	PWY0-1296	purine ribonucleosides degradation to ribose-1-phosphate
ADAD2	PWY-6353	purine nucleotides degradation II (aerobic)
ADARB1	PWY-6353	purine nucleotides degradation II (aerobic)
ADAD1	PWY-6353	purine nucleotides degradation II (aerobic)
ADA	PWY-6353	purine nucleotides degradation II (aerobic)
ENTPD3	PWY-6353	purine nucleotides degradation II (aerobic)
NT5C	PWY-6353	purine nucleotides degradation II (aerobic)
NT5M	PWY-6353	purine nucleotides degradation II (aerobic)
NT5C1A	PWY-6353	purine nucleotides degradation II (aerobic)
NT5DC1	PWY-6353	purine nucleotides degradation II (aerobic)
NT5DC3	PWY-6353	purine nucleotides degradation II (aerobic)
GDA	PWY-6353	purine nucleotides degradation II (aerobic)
XDH	PWY-6353	purine nucleotides degradation II (aerobic)
NT5C2	PWY-6353	purine nucleotides degradation II (aerobic)
NT5DC2	PWY-6353	purine nucleotides degradation II (aerobic)
NT5C1B-RDH14	PWY-6353	purine nucleotides degradation II (aerobic)
NT5E	PWY-6353	purine nucleotides degradation II (aerobic)
IMPDH2	PWY-6353	purine nucleotides degradation II (aerobic)
IMPDH1	PWY-6353	purine nucleotides degradation II (aerobic)
IMPDH1	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
IMPDH2	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
NT5E	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
NT5C1B-RDH14	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
NT5DC2	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
NT5C2	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
XDH	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation
GDA	PWY-6608	guanosine nucleotides degradation III
NT5DC3	PWY-6608	guanosine nucleotides degradation III
NT5DC1	PWY-6608	guanosine nucleotides degradation III
NT5C1A	PWY-6608	guanosine nucleotides degradation III
NT5M	PWY-6608	guanosine nucleotides degradation III
NT5C	PWY-6608	guanosine nucleotides degradation III
ENTPD3	PWY-6608	guanosine nucleotides degradation III
NT5C2	PWY-6608	guanosine nucleotides degradation III
NT5DC2	PWY-6608	guanosine nucleotides degradation III
NT5C1B-RDH14	PWY-6608	guanosine nucleotides degradation III
NT5E	PWY-6608	guanosine nucleotides degradation III
XDH	PWY-6608	guanosine nucleotides degradation III
ADA	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
ADAD1	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
ADARB1	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
ADAD2	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
XDH	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5DC3	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5DC1	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5C1A	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5M	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5C	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
ENTPD3	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5C2	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5DC2	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5C1B-RDH14	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
NT5E	SALVADEHYPOX-PWY	adenosine nucleotides degradation II
GLA	PWY0-1301	melibiose degradation
UGP2	P61-PWY	UDP-glucose conversion
PGM1	P61-PWY	UDP-glucose conversion
PGM2L1	P61-PWY	UDP-glucose conversion
PGM2	P61-PWY	UDP-glucose conversion
PGM3	P61-PWY	UDP-glucose conversion
PGM5	P61-PWY	UDP-glucose conversion
RBKS	RIBOKIN-PWY	ribose degradation
MPI	MANNCAT-PWY	D-mannose degradation
PGM1	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
PGM2L1	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
PGM2	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
PGM3	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
PGM5	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
GCK	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation
GALK1	GALACTMETAB-PWY	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)
GALK2	GALACTMETAB-PWY	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)
GALT	GALACTMETAB-PWY	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)
GALE	GALACTMETAB-PWY	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)
UGP2	GALACTMETAB-PWY	UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)
MPI	PWY-3861	mannitol degradation II
HK2	PWY-3861	mannitol degradation II
HK1	PWY-3861	mannitol degradation II
HK3	PWY-3861	mannitol degradation II
HKDC1	PWY-3861	mannitol degradation II
KHK	PWY66-373	sucrose degradation V (mammalian)
GALM	PWY66-373	sucrose degradation V (mammalian)
ALDOB	PWY66-373	sucrose degradation V (mammalian)
ALDOA	PWY66-373	sucrose degradation V (mammalian)
ALDOC	PWY66-373	sucrose degradation V (mammalian)
TPI1	PWY66-373	sucrose degradation V (mammalian)
LTK	PWY3DJ-5523	sucrose degradation
HK2	PWY3DJ-5523	sucrose degradation
HK3	PWY3DJ-5523	sucrose degradation
HKDC1	PWY3DJ-5523	sucrose degradation
HK1	PWY3DJ-5523	sucrose degradation
GLB1	BGALACT-PWY	lactose degradation III
GLB1L2	BGALACT-PWY	lactose degradation III
LCT	BGALACT-PWY	lactose degradation III
GLB1L3	BGALACT-PWY	lactose degradation III
TREH	PWY0-1182	trehalose degradation II (trehalase)
GCK	PWY0-1182	trehalose degradation II (trehalase)
DCXR	PWY-5515	L-arabinose degradation II
GALK1	PWY-6317	galactose degradation I (Leloir pathway)
GALK2	PWY-6317	galactose degradation I (Leloir pathway)
GALT	PWY-6317	galactose degradation I (Leloir pathway)
GALE	PWY-6317	galactose degradation I (Leloir pathway)
GALM	PWY-6317	galactose degradation I (Leloir pathway)
GALK1	PWY3DJ-193	Leloir pathway
GALK2	PWY3DJ-193	Leloir pathway
GALT	PWY3DJ-193	Leloir pathway
GALE	PWY3DJ-193	Leloir pathway
SPHK1	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
SPHK2	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
SGPL1	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
SGPP1	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
PTGR1	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
ASAH1	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
ACER1	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
ASAH2	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
ACER2	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
FAAH	PWY6666-1	anandamide degradation
ACAT1	ACETOACETATE-DEG-PWY	acetoacetate degradation (to acetyl CoA)
ACAT2	ACETOACETATE-DEG-PWY	acetoacetate degradation (to acetyl CoA)
OXCT1	ACETOACETATE-DEG-PWY	acetoacetate degradation (to acetyl CoA)
CEL	LIPAS-PWY	triacylglycerol degradation
LIPC	LIPAS-PWY	triacylglycerol degradation
PNPLA3	LIPAS-PWY	triacylglycerol degradation
LIPG	LIPAS-PWY	triacylglycerol degradation
PNLIPRP2	LIPAS-PWY	triacylglycerol degradation
PNLIPRP1	LIPAS-PWY	triacylglycerol degradation
LIPK	LIPAS-PWY	triacylglycerol degradation
LIPF	LIPAS-PWY	triacylglycerol degradation
DAGLB	LIPAS-PWY	triacylglycerol degradation
DAGLA	LIPAS-PWY	triacylglycerol degradation
PNPLA2	LIPAS-PWY	triacylglycerol degradation
LIPE	LIPAS-PWY	triacylglycerol degradation
MGLL	LIPAS-PWY	triacylglycerol degradation
ABHD12	LIPAS-PWY	triacylglycerol degradation
HADH	FAO-PWY	fatty acid &beta;-oxidation I
HSD17B4	FAO-PWY	fatty acid &beta;-oxidation I
HSD17B10	FAO-PWY	fatty acid &beta;-oxidation I
ACAA2	FAO-PWY	fatty acid &beta;-oxidation I
ACSM5	FAO-PWY	fatty acid &beta;-oxidation I
ACSM4	FAO-PWY	fatty acid &beta;-oxidation I
ACSM3	FAO-PWY	fatty acid &beta;-oxidation I
ACSM1	FAO-PWY	fatty acid &beta;-oxidation I
ACSL3	FAO-PWY	fatty acid &beta;-oxidation I
SLC27A5	FAO-PWY	fatty acid &beta;-oxidation I
ACSBG1	FAO-PWY	fatty acid &beta;-oxidation I
ACSL6	FAO-PWY	fatty acid &beta;-oxidation I
SLC27A6	FAO-PWY	fatty acid &beta;-oxidation I
ACSL5	FAO-PWY	fatty acid &beta;-oxidation I
ACSL4	FAO-PWY	fatty acid &beta;-oxidation I
SLC27A2	FAO-PWY	fatty acid &beta;-oxidation I
ACSBG2	FAO-PWY	fatty acid &beta;-oxidation I
ACADL	FAO-PWY	fatty acid &beta;-oxidation I
ACADM	FAO-PWY	fatty acid &beta;-oxidation I
ACADSB	FAO-PWY	fatty acid &beta;-oxidation I
NPHP3	FAO-PWY	fatty acid &beta;-oxidation I
ACAD8	FAO-PWY	fatty acid &beta;-oxidation I
ACADVL	FAO-PWY	fatty acid &beta;-oxidation I
ACOX2	FAO-PWY	fatty acid &beta;-oxidation I
IWS1	FAO-PWY	fatty acid &beta;-oxidation I
EHHADH	FAO-PWY	fatty acid &beta;-oxidation I
HADHA	FAO-PWY	fatty acid &beta;-oxidation I
HADHB	FAO-PWY	fatty acid &beta;-oxidation I
ALDH3B1	PWY-2501	fatty acid &alpha;-oxidation
ALDH3A1	PWY-2501	fatty acid &alpha;-oxidation
ALDH1A3	PWY-2501	fatty acid &alpha;-oxidation
ALDH1B1	PWY-2501	fatty acid &alpha;-oxidation
ALDH7A1	PWY-2501	fatty acid &alpha;-oxidation
ALDH3A2	PWY-2501	fatty acid &alpha;-oxidation
ALDH2	PWY-2501	fatty acid &alpha;-oxidation
ALDH9A1	PWY-2501	fatty acid &alpha;-oxidation
BDH2	PWY3FA-1022	ketone oxidation
BDH1	PWY3FA-1022	ketone oxidation
OXCT1	PWY3FA-1022	ketone oxidation
ACAT1	PWY3FA-1022	ketone oxidation
ACAT2	PWY3FA-1022	ketone oxidation
EHHADH	PWY-5137	fatty acid &beta;-oxidation III (unsaturated, odd number)
ACSM5	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSM4	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSM3	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSM1	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSL3	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
SLC27A5	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSBG1	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSL6	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
SLC27A6	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSL5	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSL4	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
SLC27A2	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACSBG2	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
HADHA	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
HADHB	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
HADH	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
EHHADH	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
HSD17B4	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
HSD17B10	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACAA2	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACOX2	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACOX1	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
ACOX3	PWY-5136	fatty acid &beta;-oxidation II (core pathway)
HADHA	PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)
HADHB	PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)
DECR1	PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)
DECR2	PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)
ECHS1	PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)
EHHADH	PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)
MGST3	PWY-4061	glutathione-mediated detoxification
GSTA3	PWY-4061	glutathione-mediated detoxification
GSTM5	PWY-4061	glutathione-mediated detoxification
GSTM4	PWY-4061	glutathione-mediated detoxification
GSTM3	PWY-4061	glutathione-mediated detoxification
GSTM4	PWY-4061	glutathione-mediated detoxification
GSTM1	PWY-4061	glutathione-mediated detoxification
MGST1	PWY-4061	glutathione-mediated detoxification
GSTK1	PWY-4061	glutathione-mediated detoxification
GSTA4	PWY-4061	glutathione-mediated detoxification
GSTA2	PWY-4061	glutathione-mediated detoxification
GSTA1	PWY-4061	glutathione-mediated detoxification
GSTT2	PWY-4061	glutathione-mediated detoxification
GSTT1	PWY-4061	glutathione-mediated detoxification
GSTZ1	PWY-4061	glutathione-mediated detoxification
GSTP1	PWY-4061	glutathione-mediated detoxification
GSTO2	PWY-4061	glutathione-mediated detoxification
GSTO1	PWY-4061	glutathione-mediated detoxification
ANPEP	PWY-4061	glutathione-mediated detoxification
GGH	PWY-4061	glutathione-mediated detoxification
FOLH1	PWY-4061	glutathione-mediated detoxification
CYP2S1	PWY66-241	bupropion degradation
CYP2E1	PWY66-241	bupropion degradation
CYP1A2	PWY66-241	bupropion degradation
CYP1A1	PWY66-241	bupropion degradation
CYP19A1	PWY66-241	bupropion degradation
CYP1B1	PWY66-241	bupropion degradation
CYP4B1	PWY66-241	bupropion degradation
CYP2U1	PWY66-241	bupropion degradation
AOX1	PWY66-221	nicotine degradation III
UGT1A4	PWY66-221	nicotine degradation III
UGT1A4	PWY66-221	nicotine degradation III
UGT3A1	PWY66-221	nicotine degradation III
UGT3A2	PWY66-221	nicotine degradation III
CYP2S1	PWY66-221	nicotine degradation III
CYP2E1	PWY66-221	nicotine degradation III
CYP1A2	PWY66-221	nicotine degradation III
CYP1A1	PWY66-221	nicotine degradation III
CYP19A1	PWY66-221	nicotine degradation III
CYP1B1	PWY66-221	nicotine degradation III
CYP4B1	PWY66-221	nicotine degradation III
CYP2U1	PWY66-221	nicotine degradation III
AOX1	PWY66-201	nicotine degradation II
INMT	PWY66-201	nicotine degradation II
FMO4	PWY66-201	nicotine degradation II
FMO3	PWY66-201	nicotine degradation II
FMO2	PWY66-201	nicotine degradation II
FMO1	PWY66-201	nicotine degradation II
FMO5	PWY66-201	nicotine degradation II
UGT1A4	PWY66-201	nicotine degradation II
UGT1A4	PWY66-201	nicotine degradation II
UGT3A1	PWY66-201	nicotine degradation II
UGT3A2	PWY66-201	nicotine degradation II
CYP2S1	PWY66-201	nicotine degradation II
CYP2E1	PWY66-201	nicotine degradation II
CYP1A2	PWY66-201	nicotine degradation II
CYP1A1	PWY66-201	nicotine degradation II
CYP19A1	PWY66-201	nicotine degradation II
CYP1B1	PWY66-201	nicotine degradation II
CYP4B1	PWY66-201	nicotine degradation II
CYP2U1	PWY66-201	nicotine degradation II
CRYL1	PWY-5525	D-glucuronate degradation I
DCXR	PWY-5525	D-glucuronate degradation I
ITPK1	PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
IPPK	PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
ITPKB	PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
ITPKA	PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
ITPKC	PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
INPP5J	PWY-6362	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)
SORD	LARABITOLUTIL-PWY	xylitol degradation
XYLB	LARABITOLUTIL-PWY	xylitol degradation
PON2	PARATHION-DEGRADATION-PWY	parathion degradation
PON1	PARATHION-DEGRADATION-PWY	parathion degradation
PON1	PWY-5489	methyl parathion degradation
PON1	PWY-5490	paraoxon degradation
UOX	PWY-5691	urate degradation to allantoin
OTC	PWY-4984	urea cycle
ASS1	PWY-4984	urea cycle
ASL	PWY-4984	urea cycle
ARG1	PWY-4984	urea cycle
ARG2	PWY-4984	urea cycle
CPS1	PWY-4984	urea cycle
ACP2	PWY-6348	phosphate acquisition
ACP6	PWY-6348	phosphate acquisition
ACPP	PWY-6348	phosphate acquisition
ACP5	PWY-6348	phosphate acquisition
ACP1	PWY-6348	phosphate acquisition
ACPL2	PWY-6348	phosphate acquisition
PAPSS1	PWY3DJ-35888	sulfur metabolism
PAPSS2	PWY3DJ-35888	sulfur metabolism
SUOX	PWY3DJ-35888	sulfur metabolism
SUOX	PWY-5326	sulfite oxidation IV
TST	PWY-5350	thiosulfate disproportionation III (rhodanese)
DIO1	PWY-6260	thyroid hormone metabolism I (via deiodination)
DIO2	PWY-6260	thyroid hormone metabolism I (via deiodination)
DIO3	PWY-6260	thyroid hormone metabolism I (via deiodination)
PSPH	SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I
VPS29	SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I
PHGDH	SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I
PSAT1	SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I
SHMT1	SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I
SHMT2	SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I
GLUD1	ARGININE-SYN4-PWY	arginine biosynthesis IV
GLUD2	ARGININE-SYN4-PWY	arginine biosynthesis IV
OAT	ARGININE-SYN4-PWY	arginine biosynthesis IV
OTC	ARGININE-SYN4-PWY	arginine biosynthesis IV
ASS1	ARGININE-SYN4-PWY	arginine biosynthesis IV
ASL	ARGININE-SYN4-PWY	arginine biosynthesis IV
SARS	PWY-6281	selenocysteine biosynthesis II (archaea and eukaryotes)
SARS2	PWY-6281	selenocysteine biosynthesis II (archaea and eukaryotes)
SEPHS1	PWY-6281	selenocysteine biosynthesis II (archaea and eukaryotes)
SEPHS2	PWY-6281	selenocysteine biosynthesis II (archaea and eukaryotes)
AGXT	GLYSYN-ALA-PWY	glycine biosynthesis III
AGXT2	GLYSYN-ALA-PWY	glycine biosynthesis III
SHMT2	GLYSYN-PWY	glycine biosynthesis I
SHMT1	GLYSYN-PWY	glycine biosynthesis I
MTR	ADENOSYLHOMOCYSCAT-PWY	methionine salvage II (mammalia)
BHMT	ADENOSYLHOMOCYSCAT-PWY	methionine salvage II (mammalia)
BHMT2	ADENOSYLHOMOCYSCAT-PWY	methionine salvage II (mammalia)
MAT2A	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
MAT1A	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
MAT2B	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
AHCY	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
AHCYL1	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
AHCYL2	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
GLUD1	GLUTAMINE-SYN2-PWY	glutamine biosynthesis II
GLUD2	GLUTAMINE-SYN2-PWY	glutamine biosynthesis II
GLUL	GLUTAMINE-SYN2-PWY	glutamine biosynthesis II
LGSN	GLUTAMINE-SYN2-PWY	glutamine biosynthesis II
GATC	PWY-5921	L-glutamine biosynthesis II (tRNA-dependent)
AHCYL2	PWY-6292	cysteine biosynthesis III (mammalia)
AHCYL1	PWY-6292	cysteine biosynthesis III (mammalia)
AHCY	PWY-6292	cysteine biosynthesis III (mammalia)
MAT2B	PWY-6292	cysteine biosynthesis III (mammalia)
MAT1A	PWY-6292	cysteine biosynthesis III (mammalia)
MAT2A	PWY-6292	cysteine biosynthesis III (mammalia)
CTH	PWY-6292	cysteine biosynthesis III (mammalia)
CBS	PWY-6292	cysteine biosynthesis III (mammalia)
CBS	CYSTEINE-SYN2-PWY	cysteine biosynthesis II
CTH	CYSTEINE-SYN2-PWY	cysteine biosynthesis II
PYCR2	PROLINE-SYN2-PWY	proline biosynthesis II
PYCR1	PROLINE-SYN2-PWY	proline biosynthesis II
PYCRL	PROLINE-SYN2-PWY	proline biosynthesis II
ALDH18A1	PROLINE-SYN2-PWY	proline biosynthesis II
GLUD1	PROLINE-SYN2-PWY	proline biosynthesis II
GLUD2	PROLINE-SYN2-PWY	proline biosynthesis II
OTC	PWY-4981	proline biosynthesis II (from arginine)
OAT	PWY-4981	proline biosynthesis II (from arginine)
PYCR2	PWY-4981	proline biosynthesis II (from arginine)
PYCR1	PWY-4981	proline biosynthesis II (from arginine)
PYCRL	PWY-4981	proline biosynthesis II (from arginine)
GOT2	ASPBIO-PWY	aspartate biosynthesis
PSAT1	SERSYN-PWY	serine biosynthesis
PHGDH	SERSYN-PWY	serine biosynthesis
VPS29	SERSYN-PWY	serine biosynthesis
PSPH	SERSYN-PWY	serine biosynthesis
PRODH	PWY-5004	superpathway of citrulline metabolism
PRODH2	PWY-5004	superpathway of citrulline metabolism
ALDH18A1	PWY-5004	superpathway of citrulline metabolism
OAT	PWY-5004	superpathway of citrulline metabolism
GLS	PWY-5004	superpathway of citrulline metabolism
GLS2	PWY-5004	superpathway of citrulline metabolism
CPS1	PWY-5004	superpathway of citrulline metabolism
ARG2	PWY-5004	superpathway of citrulline metabolism
ARG1	PWY-5004	superpathway of citrulline metabolism
OTC	PWY-5004	superpathway of citrulline metabolism
ASL	PWY-5004	superpathway of citrulline metabolism
ASS1	PWY-5004	superpathway of citrulline metabolism
NOSIP	PWY-5004	superpathway of citrulline metabolism
NOS1AP	PWY-5004	superpathway of citrulline metabolism
NOS2	PWY-5004	superpathway of citrulline metabolism
NOS1	PWY-5004	superpathway of citrulline metabolism
NOS3	PWY-5004	superpathway of citrulline metabolism
PADI6	PWY-4921	protein citrullination
PADI4	PWY-4921	protein citrullination
PADI3	PWY-4921	protein citrullination
PADI2	PWY-4921	protein citrullination
PADI1	PWY-4921	protein citrullination
GLS2	CITRULBIO-PWY	citrulline biosynthesis
GLS	CITRULBIO-PWY	citrulline biosynthesis
ARG1	CITRULBIO-PWY	citrulline biosynthesis
ARG2	CITRULBIO-PWY	citrulline biosynthesis
OAT	CITRULBIO-PWY	citrulline biosynthesis
OTC	CITRULBIO-PWY	citrulline biosynthesis
ALDH18A1	CITRULBIO-PWY	citrulline biosynthesis
PRODH2	CITRULBIO-PWY	citrulline biosynthesis
PRODH	CITRULBIO-PWY	citrulline biosynthesis
ASNS	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
ASNSD1	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
PAH	TYRSYN2	tyrosine biosynthesis II
PCBD1	TYRSYN2	tyrosine biosynthesis II
PAICS	TYRSYN2	tyrosine biosynthesis II
GLUD1	GLUTAMATE-SYN2-PWY	glutamate biosynthesis II
GLUD2	GLUTAMATE-SYN2-PWY	glutamate biosynthesis II
GPT2	ALANINE-SYN2-PWY	alanine biosynthesis II
GPT	ALANINE-SYN2-PWY	alanine biosynthesis II
ABP1	PWY-3981	&beta;-alanine biosynthesis I
AOC3	PWY-3981	&beta;-alanine biosynthesis I
AOC2	PWY-3981	&beta;-alanine biosynthesis I
ALDH9A1	PWY-3981	&beta;-alanine biosynthesis I
ALDH2	PWY-3981	&beta;-alanine biosynthesis I
ALDH3A2	PWY-3981	&beta;-alanine biosynthesis I
ALDH7A1	PWY-3981	&beta;-alanine biosynthesis I
TMLHE	PWY-6100	L-carnitine biosynthesis
SHMT2	PWY-6100	L-carnitine biosynthesis
ALDH9A1	PWY-6100	L-carnitine biosynthesis
BBOX1	PWY-6100	L-carnitine biosynthesis
PGAM2	PWY-6405	Rapoport-Luebering glycolytic shunt
PGAM1	PWY-6405	Rapoport-Luebering glycolytic shunt
BPGM	PWY-6405	Rapoport-Luebering glycolytic shunt
FDFT1	PWY-5670	epoxysqualene biosynthesis
SQLE	PWY-5670	epoxysqualene biosynthesis
TYR	PWY-6481	L-dopachrome biosynthesis
DCT	PWY-6498	eumelanin biosynthesis
ADI1	PWY-5389	methylthiopropionate biosynthesis
ACAT1	PWY-5109	2-methylbutyrate biosynthesis
ACAT2	PWY-5109	2-methylbutyrate biosynthesis
HSD17B10	PWY-5109	2-methylbutyrate biosynthesis
ECHS1	PWY-5109	2-methylbutyrate biosynthesis
EHHADH	PWY-5109	2-methylbutyrate biosynthesis
PRPSAP2	PWY0-662	PRPP biosynthesis I
PRPSAP1	PWY0-662	PRPP biosynthesis I
PRPS2	PWY0-662	PRPP biosynthesis I
ADCY7	PWY3DJ-1	cyclic AMP biosynthesis
ADCY1	PWY3DJ-1	cyclic AMP biosynthesis
ADCY3	PWY3DJ-1	cyclic AMP biosynthesis
ADCY2	PWY3DJ-1	cyclic AMP biosynthesis
ADCY4	PWY3DJ-1	cyclic AMP biosynthesis
ADCY8	PWY3DJ-1	cyclic AMP biosynthesis
ADCY6	PWY3DJ-1	cyclic AMP biosynthesis
ADCY9	PWY3DJ-1	cyclic AMP biosynthesis
ADCY5	PWY3DJ-1	cyclic AMP biosynthesis
ADCY10	PWY3DJ-1	cyclic AMP biosynthesis
ADCYAP1R1	PWY3DJ-1	cyclic AMP biosynthesis
ADCYAP1	PWY3DJ-1	cyclic AMP biosynthesis
DOCK9	PWY3DJ-1	cyclic AMP biosynthesis
LSG1	PWY3DJ-1	cyclic AMP biosynthesis
GAPVD1	PWY3DJ-1	cyclic AMP biosynthesis
DOCK7	PWY3DJ-1	cyclic AMP biosynthesis
DOCK6	PWY3DJ-1	cyclic AMP biosynthesis
DOCK8	PWY3DJ-1	cyclic AMP biosynthesis
GARNL3	PWY3DJ-1	cyclic AMP biosynthesis
DOCK10	PWY3DJ-1	cyclic AMP biosynthesis
DOCK3	PWY3DJ-1	cyclic AMP biosynthesis
G3BP2	PWY3DJ-1	cyclic AMP biosynthesis
MTG1	PWY3DJ-1	cyclic AMP biosynthesis
ADAP2	PWY3DJ-1	cyclic AMP biosynthesis
ABR	PWY3DJ-1	cyclic AMP biosynthesis
TBC1D15	PWY3DJ-1	cyclic AMP biosynthesis
SRGAP1	PWY3DJ-1	cyclic AMP biosynthesis
RGS17	PWY3DJ-1	cyclic AMP biosynthesis
RAB5B	PWY3DJ-1	cyclic AMP biosynthesis
